7.490802376947249819e+00,3.702658576772392962e+00,1.190247672045597049e+01
1.901428612819832153e+01,1.083801894756716244e+01,-1.963023466399231509e+01
1.463987883622810138e+01,1.745891671752816521e+01,-1.873292245730517003e+00
1.197316968394073200e+01,1.464449772819122408e+01,5.144715239443348409e+00
3.120372808848730362e+00,1.613122295722899580e+01,2.055834804536772253e+01
3.119890406724052934e+00,1.317566733421434755e+01,1.899787044861016483e+01
1.161672243363989221e+00,1.384553129035704977e+01,2.034823419820935086e+01
1.732352291549870316e+01,1.698391303130638619e+01,-1.074361961183355874e+01
1.202230023486417565e+01,4.993360177183719273e+00,1.711154256021903963e+00
1.416145155592090887e+01,9.788499272862809519e+00,-1.333346016848508953e-01
4.116898859160489366e-01,4.424188836392044522e+00,1.589296285649039397e+01
1.939819704323988603e+01,1.975336015993293870e+01,-1.500813559725251523e+01
1.664885281600843570e+01,1.888118679373226527e+01,-4.632514969527678161e+00
4.246782213565523101e+00,7.885362273701179703e-01,1.321446556590077925e+01
3.636499344142012369e+00,1.411150345031376929e+01,2.044268644328698770e+01
3.668090197068676339e+00,1.850496634831331733e+01,1.982849669582488517e+01
6.084844859190754462e+00,3.611506902546670617e+00,1.277039977769466894e+01
1.049512863264475726e+01,1.135890461105258886e+01,8.137184675020968427e+00
8.638900372842314823e+00,1.830976595176083777e+01,1.677920932425863043e+01
5.824582803960838717e+00,6.789195717159768328e-01,1.059930010927294219e+01
1.223705789444758985e+01,1.394840534493679840e+01,7.766492072310867911e+00
2.789877213040836690e+00,5.946980147451014886e+00,1.580746856992409732e+01
5.842892970704363087e+00,1.848792390753060744e+01,2.063206100536564946e+01
7.327236865873834049e+00,1.942116490330735701e+01,1.580097313927396740e+01
9.121399684340719460e+00,1.888532978226867698e+01,1.534586911281062527e+01
1.570351922786027288e+01,9.484284333149275881e+00,-8.506009744585483645e+00
3.993475643167194722e+00,1.724085301978626816e+01,1.994008774035948761e+01
1.028468876827223255e+01,1.689098797070140634e+01,9.309277934803386501e+00
1.184829137724084980e+01,6.382009464865112669e+00,4.048517684537580763e+00
9.290082543999544917e-01,1.657830948301354823e+01,2.152279454088724719e+01
1.215089703802876642e+01,7.401526943098524214e-01,1.575582258598025476e+00
3.410482473745830578e+00,1.192539756964105990e+01,1.881379002276711532e+01
1.301031859705590321e+00,4.600176745754060548e+00,1.659348433344749196e+01
1.897771074506666622e+01,2.411337715545576188e+00,-1.717134043778232666e+01
1.931264066149118719e+01,1.539064032584183117e+00,-2.462103022782109463e+01
1.616794696232922135e+01,1.392577551756279419e+01,-7.974913813369179039e+00
6.092275383467413263e+00,6.797499275361323257e+00,1.302995991768424844e+01
1.953442280127677400e+00,1.449533543057522955e+01,2.038878229600695846e+01
1.368466053024313744e+01,1.307126815978847389e+00,-5.350324078730025690e+00
8.803049874792026941e+00,6.305806756612206243e+00,7.898974443326433281e+00
2.440764696895576513e+00,1.078982584750674434e+01,1.955273129058576487e+01
9.903538202225403708e+00,1.581446329677927132e+01,1.049884410358318299e+01
6.877704223043679121e-01,6.375050058641398287e+00,1.785708482955281795e+01
1.818640804157564261e+01,1.251782752874018101e+01,-1.018463713044807584e+01
5.175599632000338346e+00,1.771955496472374136e+01,1.847664258128476789e+01
1.325044568707964032e+01,1.231726376364609088e+01,1.974168290227852118e+00
6.234221521788219533e+00,4.659189495072675768e+00,1.170042187607939965e+01
1.040136042355621626e+01,4.880156311307604078e-01,2.187580792408550856e+00
1.093420558686559296e+01,1.740197747801859762e+01,1.234423251951948686e+01
3.697089110510540788e+00,4.253882170077427638e-01,1.511085191618844448e+01
1.939169255529117208e+01,1.749403345368398988e+01,-1.576348528373397428e+01
1.550265646722229107e+01,1.057874268054423972e+01,-3.174077112813257884e+00
1.878997883128378277e+01,1.878135397025792486e+01,-1.025983228612629539e+01
1.789654700855297520e+01,1.597566471547330735e+01,-1.070847159780736391e+01
1.195799957622170240e+01,1.995868221066675119e+01,8.448402057619968986e+00
1.843748470046233479e+01,7.014236309034203032e+00,-1.763541719587968615e+01
1.769850041038389943e+00,1.534376577862253832e+01,2.133767588852089148e+01
3.919657248382903969e+00,8.038618272184843150e+00,1.680552582841803400e+01
9.045457782107613198e-01,9.597512406078177349e+00,1.868928784108663876e+01
6.506606615265287274e+00,1.255010926436740171e+01,1.574378221477815032e+01
7.773545793789640612e+00,1.747354228372677554e+01,1.455945404175174929e+01
5.426980635477917758e+00,1.968166938398590204e+01,1.992388434810500186e+01
